MtR,AttC,TimeElapsed,AttNC,EpisodesSoFar,TimestepsSoFar,meankl,optimgain,entloss,TtR,Fce,surrgain,entropy
23.373400681179128,7.073170731707317,18165.613218545914,2.926829268292683,7665,1859960,0.008929729,3.0517577e-09,0.0,403.4146341463415,0.1613658536585366,3.0517577e-09,5.5559688
21.902920466664618,7.0476190476190474,18260.06799840927,2.9523809523809526,7707,1869775,0.010174781,6.408691e-08,0.0,382.85714285714283,0.1561798941798942,6.408691e-08,5.458449
22.120499886124687,6.804878048780488,18351.9203312397,3.1951219512195124,7748,1879798,0.008931637,6.866455e-09,0.0,385.1219512195122,0.15501166489925766,6.866455e-09,5.5559683
23.154418992129738,6.837209302325581,18447.466985702515,3.1627906976744184,7791,1889929,0.010173827,5.203247e-08,0.0,397.6744186046512,0.1625520319473808,5.203247e-08,5.4584413
23.311166211330168,6.675,18536.64615726471,3.325,7831,1899929,0.010171422,1.586914e-08,0.0,403.25,0.16130000000000003,1.586914e-08,5.360839
23.126633841015128,6.738095238095238,18635.803738117218,3.261904761904762,7873,1909961,0.008933204,4.837036e-08,0.0,400.23809523809524,0.16631869717584005,4.837036e-08,5.4584494
23.742896881014975,6.365853658536586,18736.168444871902,3.6341463414634148,7914,1919982,0.008933204,5.661011e-08,0.0,414.1463414634146,0.16778629500580722,5.661011e-08,5.5559764
22.36927362288423,7.071428571428571,18825.915863513947,2.9285714285714284,7956,1929821,0.010172874,2.1972657e-08,0.0,385.23809523809524,0.1656876642787973,2.1972657e-08,5.4584513
24.01511671700005,6.414634146341464,18926.980395555496,3.5853658536585367,7997,1939852,0.008933067,3.6621095e-08,0.0,413.1707317073171,0.1666467348544453,3.6621095e-08,5.555979
23.299895521167805,6.761904761904762,19020.902866601944,3.238095238095238,8039,1949920,0.008933204,5.0125124e-08,0.0,401.9047619047619,0.1644780578898226,5.0125124e-08,5.6535935
23.82191651373231,6.658536585365853,19122.2148270607,3.341463414634146,8080,1959973,0.008932931,2.7770996e-08,0.0,411.7073170731707,0.1657708237459733,2.7770996e-08,5.7511964
22.218699473761287,7.285714285714286,19220.103324651718,2.7142857142857144,8122,1969786,0.008932148,3.0517577e-10,0.0,389.5238095238095,0.1613968253968254,3.0517577e-10,5.8488
23.42394450997884,6.951219512195122,19323.330360889435,3.048780487804878,8163,1979795,0.008933416,1.3923645e-08,0.0,410.0,0.164,1.3923645e-08,5.9463325
23.580836239690417,6.785714285714286,19408.391784906387,3.2142857142857144,8205,1989813,0.008933416,1.3923645e-08,0.0,412.6190476190476,0.17165986394557822,1.3923645e-08,5.9463325
21.738484851560944,7.0,19514.38182401657,3.0,8247,1999839,0.008928903,1.0337829e-08,0.0,378.0952380952381,0.15644688644688645,1.0337829e-08,6.043944
21.045277273665288,7.209302325581396,19612.007786035538,2.7906976744186047,8290,2009852,0.008932462,5.607605e-09,0.0,369.5348837209302,0.16768992248062017,5.607605e-09,6.14156
23.761758949354515,6.285714285714286,19713.24509215355,3.7142857142857144,8332,2019892,0.008933034,1.9226075e-08,0.0,413.0952380952381,0.1672565284178187,1.9226075e-08,6.2391014
21.9697886295254,6.909090909090909,19813.196671009064,3.090909090909091,8376,2029936,0.010174781,3.250122e-08,0.0,383.8636363636364,0.16637146585471949,3.250122e-08,6.1415586
23.752063340395065,6.414634146341464,19922.463212013245,3.5853658536585367,8417,2039943,0.0,3.967285e-09,0.0,412.1951219512195,0.17165156794425085,3.967285e-09,6.141651
25.644433698862652,6.2439024390243905,20021.01789212227,3.7560975609756095,8458,2049954,0.008933102,1.3122558e-08,0.0,441.219512195122,0.17860753880266073,1.3122558e-08,6.2391014
24.016032869586056,7.05,20120.020038843155,2.95,8498,2059954,0.008933102,1.3122558e-08,0.0,410.0,0.16400000000000003,1.3122558e-08,6.2391014
22.242472934704473,6.853658536585366,20214.450828313828,3.1463414634146343,8539,2069786,0.010169021,-2.4414062e-09,0.0,382.9268292682927,0.15923992307838766,-2.4414062e-09,6.1415887
24.690470914576945,5.9,20311.456655025482,4.1,8579,2079786,0.010169021,-2.4414062e-09,0.0,432.0,0.1728,-2.4414062e-09,6.1415887
