optimgain,TimestepsSoFar,Tmc,EpisodesSoFar,Ptt,MpbtN,meankl,AttC,Tbt,entloss,MtR,MpbtA,TtR,surrgain,TimeElapsed,entropy,Tmt,AttNC
0.022614636,9993,19.448067632850243,828,82.07387136469454,95.1139113787262,0.00926991,1.0,345750.87922705314,0.0,-76.01518786547965,4.886088621273576,-80.28260869565217,0.022614636,2123.3569326400757,0.6839762,84.41183574879227,0.0
0.013744919,20000,19.47592847317744,1555,82.0467596287129,95.20719429416226,0.009853365,1.0,345602.1127922971,0.0,-75.44606012327492,4.792805705837366,-80.32462173314993,0.013744919,4007.327507019043,0.65584886,84.37551581843191,0.0
0.019195883,29986,19.40096618357488,2176,82.11461636327758,95.34591896316431,0.0104876235,1.0,345864.6570048309,0.0,-74.8042477446311,4.654081036835372,-80.50402576489533,0.019195883,5548.459867238998,0.6077895,84.43961352657004,0.0
0.019172452,39991,19.54705882352941,2686,81.98257407910619,95.46731456641427,0.00994742,1.0,345373.11372549017,0.0,-73.5836950302845,4.53268543358558,-80.49019607843137,0.019172452,6814.749983549118,0.5436583,84.31960784313725,0.0
0.021850914,49989,19.861618798955615,3069,81.69172773718587,95.15831024097349,0.009797528,1.0,344117.4725848564,0.0,-71.10623622612918,4.841689759026584,-79.9425587467363,0.021850914,7786.7893879413605,0.4732506,84.0130548302872,0.0
0.023340235,59999,20.157692307692308,3329,81.42030906161825,94.52444397470369,0.009756862,1.0,343008.4923076923,0.0,-67.23835933994184,5.4755560252963935,-79.15,0.023340235,8447.504313468933,0.3984531,83.74230769230769,0.0
0.018842895,69971,20.101910828025478,3486,81.47356893049742,92.8643729497785,0.009512901,0.9872611464968153,343255.2356687898,0.0,-61.205236686812135,7.135627050221504,-77.828025477707,0.018842895,8848.243397951126,0.31541178,83.80254777070064,0.012738853503184714
0.011958987,79908,20.025,3566,81.54371208791125,89.94577501857763,0.0077236746,0.875,343500.8,0.0,-51.811047233542766,10.05422498142239,-75.45,0.011958987,9058.673518419266,0.2506022,83.8625,0.125
0.00249971,89838,21.065217391304348,3612,80.5875981176491,87.28252124178148,0.001932868,0.6086956521739131,339522.7826086957,0.0,-42.18297993834747,12.717478758218514,-72.3695652173913,0.00249971,9195.156710147858,0.24277353,82.8913043478261,0.391304347826087
0.002258493,99842,20.5,3654,81.10559772348977,85.76117626568092,0.002676307,0.47619047619047616,341625.90476190473,0.0,-40.396776540118154,14.238823734319096,-71.52380952380952,0.002258493,9313.588120937347,0.28369293,83.4047619047619,0.5238095238095238
0.007787897,109933,20.75,3702,80.87142034066187,86.45725518971851,0.007247926,0.6458333333333334,340565.3333333333,0.0,-43.3828510983737,13.542744810281476,-71.9375,0.007787897,9446.772946357727,0.20446646,83.14583333333333,0.3541666666666667
0.0035878906,119874,20.842105263157894,3740,80.79302037773853,87.97101762481113,0.0029687837,0.2894736842105263,340399.15789473685,0.0,-40.84549842474372,12.02898237518889,-73.10526315789474,0.0035878906,9561.106445074081,0.20476058,83.10526315789474,0.7105263157894737
