optimgain,TimeElapsed,meankl,TimestepsSoFar,AttC,MtR,TtR,AttNC,entloss,Fce,surrgain,entropy,EpisodesSoFar
0.0015015434,39.7794725894928,0.0015761892,9964,0.7432432432432432,5.814920475844358,9.885135135135135,0.25675675675675674,0.0,0.08952003949477531,0.0015015434,1.4200442,148
0.00175923,85.7524905204773,0.0072696456,19973,0.5760869565217391,9.101775233878321,15.695652173913043,0.42391304347826086,0.0,0.108282275756548,0.00175923,1.407594,240
0.000829982,122.71712112426758,0.0008523297,29818,0.4090909090909091,11.98276642203702,20.848484848484848,0.5909090909090909,0.0,0.12220490620490619,0.000829982,1.4148558,306
0.0015830536,160.11390566825867,0.0042374437,39807,0.3709677419354839,12.735848508256451,22.29032258064516,0.6290322580645161,0.0,0.11788850899360785,0.0015830536,1.3760988,368
0.0017857791,198.06019568443298,0.0027472274,49946,0.43661971830985913,11.178350238694614,19.338028169014084,0.5633802816901409,0.0,0.10183676031231954,0.0017857791,1.3541869,439
0.0019063599,239.42555570602417,0.005732959,59992,0.3939393939393939,11.520750307154586,20.21212121212121,0.6060606060606061,0.0,0.08084848484848489,0.0019063599,1.3457597,505
0.0017353637,283.4748513698578,0.0018166602,69904,0.4657534246575342,10.6266804195517,18.19178082191781,0.5342465753424658,0.0,0.0993655085308944,0.0017353637,1.322858,578
0.0015963044,324.3208062648773,0.0033300258,79755,0.3275862068965517,13.297880428757,23.29310344827586,0.6724137931034483,0.0,0.138935960591133,0.0015963044,1.29358,636
0.0018562683,361.7334158420563,0.005599215,89890,0.3220338983050847,12.581102748696186,22.25423728813559,0.6779661016949152,0.0,0.10550031316427778,0.0018562683,1.2621447,695
0.002008532,400.45387744903564,0.001932032,99934,0.25925925925925924,15.379348892764583,26.38888888888889,0.7407407407407407,0.0,0.11251851851851855,0.002008532,1.2422637,749
0.0019619095,440.8266885280609,0.0021290234,109981,0.3220338983050847,13.20514995176167,23.25423728813559,0.6779661016949152,0.0,0.13335661701763393,0.0019619095,1.2194825,808
0.0018172398,479.1066846847534,0.0015500712,119826,0.3275862068965517,12.717863913647957,22.06896551724138,0.6724137931034483,0.0,0.09177822853279247,0.0018172398,1.2023927,866
