entloss,TimeElapsed,AttC,optimgain,AttNC,meankl,surrgain,TimestepsSoFar,entropy,Fce,EpisodesSoFar,MtR,TtR
0.0,372.0043947696686,6.380952380952381,5.96286e-05,3.619047619047619,0.0018228041,5.96286e-05,9907,1.4174795,0.18810138766343149,42,26.524894631677576,454.2857142857143
0.0,721.3631982803345,7.555555555555555,4.2362976e-06,2.4444444444444446,0.0023709235,4.2362976e-06,19775,1.4268906,0.17683920462027578,87,24.10370833420102,418.6666666666667
0.0,1043.4232444763184,6.9523809523809526,0.00035502334,3.0476190476190474,0.005999547,0.00035502334,29754,1.41356,0.17330262697964563,129,24.57474741778952,426.6666666666667
0.0,1398.9958987236023,8.122448979591837,0.0007371252,1.8775510204081634,0.0045929346,0.0007371252,39884,1.3970485,0.17222585252464362,178,23.24278350297329,396.3265306122449
0.0,1754.194860458374,7.966101694915254,0.0023229108,2.0338983050847457,0.0038692558,0.0023229108,49816,1.3922011,0.20298724597613102,237,23.443679631260277,387.96610169491527
0.0,2129.5064313411713,8.031746031746032,0.0023501145,1.9682539682539681,0.00436236,0.0023501145,59772,1.3812721,0.21070667025239512,300,24.450932425496358,389.5238095238095
0.0,2485.2325530052185,7.966666666666667,0.0029971125,2.033333333333333,0.0023782195,0.0029971125,69922,1.3703756,0.2252529261193524,390,21.781704923855962,339.0
0.0,2837.3279333114624,8.086021505376344,0.001592746,1.913978494623656,0.0010008006,0.001592746,79755,1.3460729,0.22698708220415886,483,20.732948573717444,325.16129032258067
0.0,3248.128687620163,6.042253521126761,0.00033214744,3.9577464788732395,0.0015303871,0.00033214744,89937,1.3223888,0.29073858329675323,554,32.12090114273964,529.5774647887324
0.0,3706.6030530929565,6.590361445783133,0.00060035265,3.4096385542168677,0.0026354664,0.00060035265,99879,1.3101233,0.2898531396214112,637,29.181260917613844,481.68674698795184
0.0,4101.364763259888,4.85,0.00025146187,5.15,0.00990967,0.00025146187,109882,1.2880712,0.36612452287794317,697,44.094270744812064,739.5
0.0,4503.271975517273,4.859375,8.6538545e-05,5.140625,0.006498867,8.6538545e-05,119919,1.2509153,0.41075208157372134,761,49.87914387855188,839.84375
0.0,4901.743900775909,4.032786885245901,0.0002860782,5.967213114754099,0.0054294313,0.0002860782,129931,1.2029864,0.491735236765855,822,61.475849033166746,1053.9344262295083
0.0,5314.642680883408,3.7457627118644066,0.00069788453,6.254237288135593,0.0034675477,0.00069788453,139854,1.1581423,0.5456974308066458,881,68.8916948329109,1190.3389830508474
