optimgain,EpisodesSoFar,Fce,entloss,AttNC,surrgain,entropy,TimestepsSoFar,TtR,AttC,MtR,TimeElapsed,meankl
0.0013624864,1576,0.9054917967186875,0.0,9.333333333333334,0.0013624864,0.77474016,329979,2227.6190476190477,0.6666666666666666,127.48185835208525,12028.226777791977,0.0027597216
0.00047390527,1617,0.9539423503325942,0.0,9.731707317073171,0.00047390527,0.7761645,339990,2363.6585365853657,0.2682926829268293,135.13135068289503,12417.109011888504,0.0027984278
0.00066007674,1658,0.9258485237483952,0.0,9.463414634146341,0.00066007674,0.7273156,349764,2272.9268292682927,0.5365853658536586,130.1159972209459,12788.823954582214,0.004502066
0.00021358037,1699,0.9587317073170731,0.0,9.75609756097561,0.00021358037,0.7586125,359769,2372.9268292682927,0.24390243902439024,135.60153940581947,13125.373305082321,0.0014006703
0.0004013256,1739,0.9774999999999997,0.0,10.0,0.0004013256,0.6847257,369769,2443.75,0.0,139.64688894434835,13465.22482919693,0.007241832
7.8849414e-05,1780,0.965712737127371,0.0,9.682926829268293,7.8849414e-05,0.7069023,379778,2401.2195121951218,0.3170731707317073,137.30358736323046,13803.651391983032,0.0011866665
0.00017418417,1822,0.9600250626566412,0.0,9.523809523809524,0.00017418417,0.79869986,389802,2353.5714285714284,0.47619047619047616,134.66391751717975,14144.116349220276,0.008348196
0.000100308534,1864,0.934822605965463,0.0,9.523809523809524,0.000100308534,0.74233514,399822,2311.4285714285716,0.47619047619047616,132.27191217932523,14457.13637638092,0.0033117095
0.00024813507,1904,0.9845,0.0,10.0,0.00024813507,0.7677857,409822,2461.25,0.0,140.62030873245027,14809.977090597153,0.0045050085
0.00055340095,1947,0.9200821504077318,0.0,9.30232558139535,0.00055340095,0.82733625,419895,2254.8837209302324,0.6976744186046512,129.15084377854393,15175.28957438469,0.0076069064
0.00058806915,1990,0.8812403100775195,0.0,9.255813953488373,0.00058806915,0.78891516,429908,2161.1627906976746,0.7441860465116279,123.67484195966354,15551.985478639603,0.003056405
0.00096335524,2035,0.8459598740440849,0.0,8.6,0.00096335524,0.72250044,439798,2068.8888888888887,1.4,118.61658912105686,15876.182517528534,0.006705697
0.0004203602,2078,0.9100211416490485,0.0,9.30232558139535,0.0004203602,0.6543652,449819,2270.0,0.6976744186046512,129.89184426312403,16218.653356313705,0.0050029773
0.00018515896,2122,0.9274598617756508,0.0,9.090909090909092,0.00018515896,0.6670847,459857,2244.318181818182,0.9090909090909091,128.41149240870644,16541.639412641525,0.0017901086
0.00050111755,2166,0.9343690989592317,0.0,9.090909090909092,0.00050111755,0.58251995,469937,2250.681818181818,0.9090909090909091,128.94701472615108,16894.01122522354,0.008041188
0.00025459414,2207,0.9796422764227644,0.0,9.75609756097561,0.00025459414,0.56066674,479940,2429.0243902439024,0.24390243902439024,138.87005804980868,17223.603947639465,0.00085324
0.00040010593,2248,0.9827147401908801,0.0,9.75609756097561,0.00040010593,0.4631265,489963,2435.121951219512,0.24390243902439024,139.2349701600388,17535.749309539795,0.010163304
0.00016658279,2288,0.9990000000000002,0.0,10.0,0.00016658279,0.5597755,499963,2497.5,0.0,142.75966300622548,17849.585631132126,0.008766774
0.00037887387,2328,0.9979000000000001,0.0,10.0,0.00037887387,0.4632567,509963,2494.75,0.0,142.5757128087128,18165.33552122116,0.009945119
0.0005669082,2368,0.999,0.0,10.0,0.0005669082,0.56081975,519963,2497.5,0.0,142.73042411371404,18488.66029071808,0.008928172
0.0005773386,2408,0.9972999999999999,0.0,10.0,0.0005773386,0.46323457,529963,2493.25,0.0,142.46518242689467,18837.874183893204,0.010172844
0.00039385862,2448,0.9991,0.0,10.0,0.00039385862,0.56052357,539963,2497.75,0.0,142.75797435201048,19178.72243618965,0.008880542
0.00029154512,2488,0.9955,0.0,9.925,0.00029154512,0.55972284,549963,2488.75,0.075,142.27356169683952,19499.135264873505,0.0003279942
0.00025198446,2528,0.9954000000000001,0.0,10.0,0.00025198446,0.5808174,559963,2488.5,0.0,142.2714798409797,19872.50073337555,0.0077715428
0.0003024403,2569,0.9754057649667407,0.0,9.75609756097561,0.0003024403,0.5515836,569974,2417.317073170732,0.24390243902439024,138.16786389898974,20226.479949951172,0.0012392212
0.00029274225,2609,0.9937000000000001,0.0,10.0,0.00029274225,0.5319542,579974,2484.25,0.0,141.97900676218188,20558.444052696228,0.0025718855
0.00042396123,2650,0.9798373983739838,0.0,9.75609756097561,0.00042396123,0.45683992,589977,2429.512195121951,0.24390243902439024,138.86110699593803,20915.69632911682,0.0069183568
0.00034686364,2691,0.9740487804878051,0.0,9.75609756097561,0.00034686364,0.43144876,599980,2435.121951219512,0.24390243902439024,139.18929146091537,21277.743533611298,0.00629693
0.0003280796,2731,0.9987999999999999,0.0,10.0,0.0003280796,0.38122496,609980,2497.0,0.0,142.6948723852059,21645.654947042465,0.004866057
0.00047356728,2771,0.9992000000000001,0.0,10.0,0.00047356728,0.32233822,619980,2498.0,0.0,142.76404577229792,21970.227908611298,0.0057293223
