EpisodesSoFar,TimeElapsed,MtR,Fce,AttNC,entropy,meankl,AttC,optimgain,surrgain,TtR,entloss,TimestepsSoFar
6181,4212.862532377243,15.718421333466393,0.11415743440233238,0.8163265306122449,0.2784871,0.0056865457,0.1836734693877551,0.0019635041,0.0019635041,28.163265306122447,0.0,1159835
6231,4250.5558660030365,17.545345094174845,0.1326809783023912,0.78,0.2403886,0.007014461,0.22,0.0031539414,0.0031539414,30.72,0.0,1169876
6278,4287.9016127586365,18.71558245740397,0.1345585950692334,0.851063829787234,0.2509399,0.0046921335,0.14893617021276595,0.002282013,0.002282013,32.808510638297875,0.0,1179933
6330,4320.9870800971985,15.889513969460664,0.1325714285714286,0.7692307692307693,0.2691039,0.004034145,0.23076923076923078,0.0033008263,0.0033008263,28.0,0.0,1189993
6371,4357.441501379013,20.10683644785928,0.14485017421602786,0.9512195121951219,0.23499167,0.006193393,0.04878048780487805,0.0032503617,0.0032503617,35.36585365853659,0.0,1199763
6415,4394.949720859528,18.439003496056504,0.1551818181818182,0.9090909090909091,0.18095395,0.007677379,0.09090909090909091,0.0024122575,0.0024122575,33.13636363636363,0.0,1209767
6460,4431.970675230026,18.331341957664687,0.1318440545808967,0.8888888888888888,0.16722637,0.0059560835,0.1111111111111111,0.0028630616,0.0028630616,32.13333333333333,0.0,1219828
6502,4470.464595794678,20.21276645101492,0.14171428571428576,0.9523809523809523,0.23544316,0.0070427842,0.047619047619047616,0.0028416626,0.0028416626,35.42857142857143,0.0,1229830
6545,4504.728439807892,19.023829184098783,0.1328372093023256,0.9302325581395349,0.22046606,0.007527582,0.06976744186046512,0.0016017555,0.0016017555,33.2093023255814,0.0,1239835
6591,4537.96765422821,18.57427899162838,0.13026086956521743,0.8695652173913043,0.19434346,0.005268917,0.13043478260869565,0.0020034942,0.0020034942,32.56521739130435,0.0,1249841
6634,4574.6235184669495,18.382628363168397,0.12725581395348837,0.9302325581395349,0.18904115,0.0054312134,0.06976744186046512,0.002534369,0.002534369,31.813953488372093,0.0,1259850
6677,4611.52646613121,18.97912647890783,0.13614958599125365,0.9069767441860465,0.23042469,0.008484079,0.09302325581395349,0.003427043,0.003427043,33.25581395348837,0.0,1269894
6733,4649.721906661987,15.712697572325528,0.12603503086891785,0.6607142857142857,0.25228292,0.008433647,0.3392857142857143,0.0034725724,0.0034725724,27.089285714285715,0.0,1279833
6777,4688.9232404232025,18.665488262628482,0.13145454545454546,0.9090909090909091,0.2139049,0.009069268,0.09090909090909091,0.003147902,0.003147902,32.86363636363637,0.0,1289837
6823,4723.307664632797,17.329745966562804,0.14356151711378354,0.8695652173913043,0.19756469,0.0059919776,0.13043478260869565,0.0016447924,0.0016447924,30.195652173913043,0.0,1299889
6869,4759.011803627014,16.503755122074026,0.11495652173913046,0.8695652173913043,0.16663346,0.008702055,0.13043478260869565,0.0019061905,0.0019061905,28.73913043478261,0.0,1309895
6912,4793.668048381805,18.156087613994202,0.12641860465116284,0.9302325581395349,0.112686865,0.007681066,0.06976744186046512,0.0022539299,0.0022539299,31.6046511627907,0.0,1319900
6954,4828.348889350891,19.915505647885407,0.1386666666666667,0.9523809523809523,0.10991675,0.005763491,0.047619047619047616,0.0024771115,0.0024771115,34.666666666666664,0.0,1329902
6996,4866.379168272018,20.721661966045584,0.15135586070561435,0.9047619047619048,0.054271583,0.008361243,0.09523809523809523,0.0040822267,0.0040822267,36.19047619047619,0.0,1339756
7039,4902.663309335709,19.795077380113288,0.1400753045404208,0.9302325581395349,0.010477507,0.0070676315,0.06976744186046512,0.0010376633,0.0010376633,34.604651162790695,0.0,1349821
7082,4936.550359725952,19.202996004815486,0.13736107711138312,0.9302325581395349,0.053123504,0.007499489,0.06976744186046512,0.002537871,0.002537871,33.2093023255814,0.0,1359842
7128,4972.25758934021,18.038085456249693,0.1328005075943193,0.8478260869565217,0.06684502,0.005842875,0.15217391304347827,0.002434224,0.002434224,31.934782608695652,0.0,1369895
7173,5006.819328784943,18.28896186941125,0.12764444444444448,0.8888888888888888,-3.6239624e-05,0.008975436,0.1111111111111111,0.0028700638,0.0028700638,31.91111111111111,0.0,1379902
7215,5045.214555740356,18.681666820617927,0.1323344407530454,0.9285714285714286,0.004875183,0.0071073296,0.07142857142857142,0.0033932328,0.0033932328,32.54761904761905,0.0,1389783
7260,5084.0204565525055,18.56929108418257,0.13310326797385622,0.8888888888888888,0.032295417,0.0066057136,0.1111111111111111,0.0029537468,0.0029537468,32.666666666666664,0.0,1399804
7307,5116.915268421173,20.20535487930525,0.151984047724075,0.8297872340425532,-0.018068228,0.0071223015,0.1702127659574468,0.0035343051,0.0035343051,35.1063829787234,0.0,1409860
7354,5152.8527228832245,18.628952761850734,0.13981135604140502,0.851063829787234,-0.04785386,0.007693889,0.14893617021276595,0.003297133,0.003297133,32.638297872340424,0.0,1419973
7394,5188.1340544223785,21.166140445198828,0.15204827586206893,0.975,0.016844772,0.007926758,0.025,0.0037904056,0.0037904056,37.25,0.0,1429752
7440,5224.328561782837,18.561545828501107,0.13011180124223606,0.8695652173913043,-0.004006386,0.004856005,0.13043478260869565,0.0014548893,0.0014548893,32.26086956521739,0.0,1439792
7487,5264.530393600464,17.887764031367606,0.12999648643373024,0.851063829787234,-0.0069990708,0.011216327,0.14893617021276595,0.0021903121,0.0021903121,31.319148936170212,0.0,1449931
7531,5301.568677663803,18.24714420564015,0.12909090909090912,0.9090909090909091,0.005509307,0.009264501,0.09090909090909091,0.004557847,0.004557847,32.27272727272727,0.0,1459935
7575,5337.305260896683,19.478923377570144,0.14424098694454426,0.8863636363636364,-0.0028084517,0.00793976,0.11363636363636363,0.00293685,0.00293685,34.25,0.0,1469976
7619,5371.001304149628,19.475353529447137,0.13481818181818184,0.9090909090909091,-0.04853236,0.0072923857,0.09090909090909091,0.0027817567,0.0027817567,33.70454545454545,0.0,1479980
7663,5404.744923353195,20.03403433635116,0.14849461510628087,0.8636363636363636,-0.09612681,0.0071531944,0.13636363636363635,0.0033908677,0.0033908677,34.40909090909091,0.0,1489890
7710,5444.601945877075,18.17182545628155,0.1609816141606794,0.8297872340425532,-0.030190134,0.0078039574,0.1702127659574468,0.0020694875,0.0020694875,31.829787234042552,0.0,1499862
7759,5483.396169900894,17.498000241068144,0.14539454473112146,0.8163265306122449,-0.028926903,0.005743161,0.1836734693877551,0.0031656448,0.0031656448,30.224489795918366,0.0,1509957
7808,5518.28856921196,17.29171174482872,0.1226122448979592,0.8163265306122449,0.019450827,0.0063542356,0.1836734693877551,0.0029582947,0.0029582947,30.653061224489797,0.0,1519968
7857,5554.3501932621,17.27944369841623,0.1270492513521455,0.7959183673469388,-0.0499916,0.006989171,0.20408163265306123,0.0019727417,0.0019727417,29.897959183673468,0.0,1529842
7902,5590.320846319199,19.659559083277586,0.13969510525636059,0.8666666666666667,-0.09775068,0.0094871055,0.13333333333333333,0.0036243363,0.0036243363,34.06666666666667,0.0,1539774
7949,5626.544825077057,19.325545704398795,0.1432632736209015,0.851063829787234,-0.11062639,0.005782624,0.14893617021276595,0.0036077194,0.0036077194,33.87234042553192,0.0,1549867
7997,5663.786054849625,19.242513917297252,0.1621403780310492,0.8125,-0.15576155,0.008834892,0.1875,0.0031253067,0.0031253067,33.6875,0.0,1559830
8039,5699.219357252121,20.776385021469363,0.17019047619047617,0.9523809523809523,-0.13911492,0.008353312,0.047619047619047616,0.0036675567,0.0036675567,36.61904761904762,0.0,1569832
